abaxial, dorsal
highland, upland
Himalayas, Himalaya
hogback, horseback
hole, hollow
hollow, holler
hood, cap
hunk, lump
Hydra, Snake
iceberg, berg
Iguazu, Iguassu
indumentum, indument
inessential, nonessential
inlet, recess
Irtish, Irtysh
isle, islet
K2, Dapsang
Kanchenjunga, Kanchanjanga
Kanchenjunga, Kinchinjunga
kaon, kappa-meson
kaon, k-meson
Karakoram, Mustagh
key, cay
knoll, mound
knoll, hillock
knoll, hummock
knoll, hammock
kopje, koppie
Kunlun, Kuenlun
lagoon, laguna
lagoon, lagune
lakeside, lakeshore
land, earth
land, ground
land, ground
land, soil
ledge, shelf
lithosphere, geosphere
lodestar, loadstar
main, briny
mare, maria
Marmara, Marmora
marsh, marshland
marsh, fen
marsh, fenland
McKinley, Denali
mesa, table
meson, mesotron
meteoroid, meteor
micrometeorite, micrometeoroid
micrometeorite, micrometeor
mire, quagmire
mire, quag
mire, morass
mire, slack
Moon, moon
moor, moorland
mountain, mount
mountainside, versant
muon, mu-meson
Muztag, Muztagh
necessity, essential
necessity, requirement
necessity, requisite
necessity, necessary
need, want
neighbor, neighbour
nub, stub
Olympus, Olimbos
opening, gap
Orion, Hunter
Outaouais, Ottawa
outcrop, outcropping
Pangaea, Pangea
paring, sliver
paring, shaving
Parnaiba, Parnahiba
Parnassus, Liakoura
part, piece
pass, notch
path, track
path, course
peneplain, peneplane
pion, pi-meson
pit, cavity
plain, field
plain, champaign
Polaris, polestar
pond, pool
pool, puddle
positron, antielectron
pothole, chuckhole
promontory, headland
promontory, head
promontory, foreland
pulp, mush
quickener, invigorator
quickener, enlivener
range, chain
repressor, represser
reservoir, source
retardant, retardent
retardant, retardation
Rhine, Rhein
ribbon, thread
ridge, ridgeline
rip, rent
rip, snag
rip, split
rip, tear
riverbank, riverside
rivulet, rill
rivulet, run
rivulet, runnel
rivulet, streamlet
rock, stone
saddleback, saddle
scale, scurf
scale, exfoliation
Scorpius, Scorpio
seashore, coast
seashore, seacoast
seashore, sea-coast
seaside, seaboard
sediment, deposit
Shari, Chari
shell, eggshell
shoal, shallow
silva, sylva
sinkhole, sink
Sirius, Canicula
Sirius, Sothis
Skagerrak, Skagerak
slope, incline
slope, side
soapsuds, suds
soapsuds, lather
spall, spawl
spit, tongue
splinter, sliver
spring, fountain
spring, outflow
spring, outpouring
Sterope, Asterope
strait, sound
stream, watercourse
sun, Sun
swamp, swampland
swath, belt
tableland, plateau
talus, scree
tartar, calculus
tartar, tophus
terrace, bench
Tiber, Tevere
trench, deep
Triangulum, Triangle
turf, sod
turf, sward
turf, greensward
universe, existence
universe, creation
universe, world
universe, cosmos
universe, macrocosm
valley, vale
vector, transmitter
vent, volcano
waterfall, falls
whinstone, whin
Yenisei, Yenisey
Alcyone, Halcyon
Bigfoot, Sasquatch
bogeyman, bugbear
bogeyman, bugaboo
bogeyman, boogeyman
bogeyman, booger
Cerberus, hellhound
Chimera, Chimaera
dragon, firedrake
gryphon, griffin
gryphon, griffon
manticore, mantichora
manticore, manticora
manticore, mantiger
werewolf, wolfman
werewolf, lycanthrope
werewolf, loup-garou
wyvern, wivern
supernatural, occult
destiny, fate
deity, divinity
deity, god
deity, immortal
daemon, demigod
Fury, Eumenides
Fury, Erinyes
Arianrhod, Arianrod
Danu, Dana
Fomor, Fomorian
Lir, Ler
Lug, Lugh
Manawydan, Manawyddan
Morrigan, Morrigu
Amen, Amon
Amen, Amun
Amen-Ra, Amon-Ra
Anubis, Anpu
Aten, Aton
Geb, Keb
Ra, Re
Set, Seth
Anunnaki, Enuki
Ashur, Ashir
Astarte, Ashtoreth
Ishtar, Mylitta
Damkina, Damgalnunna
Dumuzi, Tammuz
Enlil, En-lil
Ereshkigal, Eresh-kigal
Ereshkigal, Ereshkigel
Marduk, Merodach
Marduk, Bel-Merodach
Moloch, Molech
Nabu, Nebo
Namtar, Namtaru
Ninkhursag, Ninhursag
Ninkhursag, Ninkharsag
Nintu, Nintoo
Ninurta, Ninib
Sarpanitu, Zirbanit
Sarpanitu, Zarpanit
Tashmit, Tashmitum
Utu, Utug
Zu, Zubird
Dyaus, Dyaus-pitar
Ganesh, Ganesa
Ganesh, Ganesha
Ganesh, Ganapati
Kartikeya, Karttikeya
Parvati, Anapurna
Parvati, Annapurna
Ribhus, Rhibhus
Shakti, Sakti
Siva, Shiva
Jagannath, Jagannatha
Jagannath, Jagganath
Jagannath, Juggernaut
Mithras, Mithra
Ormazd, Ormuzd
Buddha, Siddhartha
Buddha, Gautama
Bodhisattva, Boddhisatva
Avalokitesvara, Avalokiteshvara
Arhat, Arhant
Arhat, lohan
Ninigi, Ninigino-Mikoto
Godhead, Lord
Godhead, Creator
Godhead, Maker
Godhead, Divine
Godhead, Almighty
Godhead, Jehovah
eon, aeon
Father, Father-God
Father, Fatherhood
Son, Word
Son, Logos
messiah, christ
Yahweh, YHWH
Yahweh, Yahwe
Yahweh, Yahveh
Yahweh, YHVH
Yahweh, Yahve
Yahweh, Wahvey
Yahweh, Jahvey
Yahweh, Jahweh
Yahweh, Jehovah
Yahweh, JHVH
fairy, faery
fairy, faerie
fairy, fay
fairy, sprite
elf, hob
elf, gremlin
elf, pixie
elf, pixy
elf, brownie
elf, imp
gnome, dwarf
bogey, bogy
bogey, bogie
devil, fiend
devil, demon
devil, daemon
devil, daimon
cacodemon, cacodaemon
eudemon, eudaemon
succubus, succuba
dybbuk, dibbuk
Satan, Devil
Satan, Lucifer
Satan, Beelzebub
goblin, hob
goblin, hobgoblin
kelpy, kelpie
vampire, lamia
banshee, banshie
genie, jinni
genie, jinnee
genie, djinni
genie, djinny
genie, djinn
shaitan, shaytan
apparition, phantom
apparition, phantasm
apparition, phantasma
apparition, fantasm
apparition, specter
apparition, spectre
Hesperides, Atlantides
Sterope, Asterope
Apollo, Phoebus
Aphrodite, Cytherea
Venus, Urania
Artemis, Cynthia
Athena, Athene
Athena, Pallas
Aesculapius, Asclepius
Aesculapius, Asklepios
Nox, Night
Cupid, Amor
Daedalus, Daedal
Gaea, Gaia
Gaea, Ge
Hephaestus, Hephaistos
Hera, Here
Moirai, Moirae
Clotho, Klotho
Momus, Momos
Ouranos, Uranus
Pontus, Pontos
Persephone, Despoina
Persephone, Kore
Persephone, Cora
Proserpina, Proserpine
Pluto, Hades
Pluto, Aides
Pluto, Aidoneus
Dis, Orcus
Pythia, Pythoness
Jupiter, Jove
Thea, Theia
Sylvanus, Silvanus
Leto, Latona
Hercules, Heracles
Hercules, Herakles
Hercules, Alcides
Balder, Baldr
Bragi, Brage
Frey, Freyr
Freya, Freyja
Frigg, Frigga
Heimdall, Heimdal
Heimdall, Heimdallr
Hel, Hela
Hoth, Hothr
Hoth, Hoder
Hoth, Hodr
Hoth, Hodur
Idun, Ithunn
Jotun, Jotunn
Njord, Njorth
Urd, Urth
Verdandi, Verthandi
Tyr, Tyrr
Ull, Ullr
Vitharr, Vithar
Vitharr, Vidar
Yggdrasil, Ygdrasil
Wayland, Wieland
Nerthus, Hertha
Woden, Wodan
Wyrd, Weird
Brunhild, Brunnhilde
Brunhild, Brynhild
Cybele, Dindymene
Faust, Faustus
adult, grownup
adventurer, venturer
applicant, applier
appointee, appointment
attendant, attender
attendant, attendee
attendant, meeter
behaviorist, behaviourist
benefactor, helper
captor, capturer
changer, modifier
cosigner, cosignatory
defender, guardian
defender, protector
defender, shielder
defender, withstander
disputant, controversialist
disputant, eristic
engineer, technologist
enologist, oenologist
enologist, fermentologist
eulogist, panegyrist
inhabitant, habitant
inhabitant, dweller
inhabitant, denizen
inhabitant, indweller
native, indigen
native, indigene
native, aborigine
native, aboriginal
intellectual, intellect
mediator, go-between
mediator, intermediator
mediator, intermediary
mediator, intercessor
national, subject
peer, equal
peer, match
peer, compeer
perceiver, percipient
perceiver, observer
perceiver, beholder
precursor, forerunner
preteen, preteenager
recipient, receiver
traveler, traveller
wrongdoer, offender
Afrikaner, Afrikander
Afrikaner, Boer
Aryan, Indo-European
Black, blackamoor
Black, Negro
Black, Negroid
African-American, Afro-American
darky, darkie
darky, darkey
nigger, nigga
nigger, spade
nigger, coon
nigger, jigaboo
nigger, nigra
White, Caucasian
Abkhaz, Abkhazian
Abkhaz, Abkhas
Abkhaz, Abkhasian
Chaldean, Chaldaean
Chaldean, Chaldee
Kassite, Cassite
whitey, honky
whitey, honkey
whitey, honkie
Asian, Asiatic
coolie, cooly
gook, slant-eye
Evenki, Ewenki
Mongol, Mongolian
Udmurt, Votyak
Tatar, Tartar
Abnaki, Abenaki
Algonkian, Algonkin
Algonquian, Algonquin
Atakapa, Attacapan
Athapaskan, Athapascan
Athapaskan, Athabaskan
Athapaskan, Athabascan
Mayan, Maya
Zapotec, Zapotecan
Arapaho, Arapahoe
Arikara, Aricara
Cocopa, Cocopah
Hokan, Hoka
Iowa, Ioway
Kalapooia, Kalapuya
Kalapooia, Calapooya
Kalapooia, Calapuya
Kansa, Kansas
Kiliwa, Kiliwi
Massachuset, Massachusetts
Menomini, Menominee
Micmac, Mikmaq
Mohave, Mojave
Mohican, Mahican
Muskhogean, Muskogean
Navaho, Navajo
Oglala, Ogalala
Ojibwa, Ojibway
Ojibwa, Chippewa
Omaha, Maha
Oto, Otoe
Paiute, Piute
Ponca, Ponka
Redskin, Injun
Sauk, Sac
Shahaptian, Sahaptin
Shahaptian, Sahaptino
Shoshone, Shoshoni
Sioux, Siouan
Teton, Lakota
Walapai, Hualapai
Walapai, Hualpai
Yucatec, Yucateco
Kanarese, Canarese
Kota, Kotar
Gujarati, Gujerati
Punjabi, Panjabi
Maratha, Mahratta
Aborigine, Abo
Aborigine, Aboriginal
Dunker, Dunkard
Dunker, Tunker
gentile, non-Jew
gentile, goy
Friend, Quaker
Uniat, Uniate
Jew, Hebrew
Jew, Israelite
kike, hymie
kike, sheeny
kike, yid
Muslim, Moslem
Shiite, Shi'ite
Sunnite, Sunni
Hindu, Hindoo
Rastafarian, Rasta
Celt, Kelt
Afghan, Afghanistani
Pathan, Pashtun
Pathan, Pushtun
Pathan, Pashtoon
Australian, Aussie
Bahraini, Bahreini
Luba, Chiluba
Tswana, Bechuana
Tswana, Batswana
Tutsi, Watutsi
Tutsi, Watusi
Bermudan, Bermudian
Bhutanese, Bhutani
Byelorussian, Belorussian
Cambodian, Kampuchean
Chewa, Cewa
Chewa, Chichewa
chink, Chinaman
Cypriot, Cypriote
Cypriot, Cyprian
Czechoslovakian, Czechoslovak
Czechoslovakian, Czech
Ecuadorian, Ecuadoran
Salvadoran, Salvadorian
Salvadoran, Salvadorean
Britisher, Briton
Britisher, Brit
Lombard, Langobard
pommy, pom
Liverpudlian, Scouser
Fulani, Fula
Fulani, Fulah
Fulani, Fellata
Fulani, Fulbe
Cheremis, Cheremiss
Cheremis, Mari
Ingrian, Inger
Ingrian, Ingerman
Karelian, Carelian
Ostyak, Khanty
Mordva, Mordvin
Mordva, Mordvinian
Selkup, Ostyak-Samoyed
Veps, Vepse
Veps, Vepsian
Vogul, Mansi
Frenchman, Frenchwoman
frog, Gaul
Angevin, Angevine
Greek, Hellene
Achaean, Achaian
Aeolian, Eolian
Malay, Malayan
Netherlander, Dutchman
Netherlander, Hollander
Hindu, Hindoo
Hindu, Hindustani
Hmong, Miao
Hungarian, Magyar
Irani, Iranian
Irani, Persian
Iraqi, Iraki
Paddy, Mick
Paddy, Mickey
wop, dago
wop, ginzo
wop, Guinea
wop, greaseball
Japanese, Nipponese
Jap, Nip
Lao, Laotian
Lapp, Lapplander
Lapp, Sami
Lapp, Saami
Lapp, Same
Lapp, Saame
spic, spik
spic, spick
Luxemburger, Luxembourger
Maldivian, Maldivan
greaser, wetback
greaser, taco
Mexican-American, Mexicano
Nepalese, Nepali
Hausa, Haussa
Norwegian, Norseman
Norwegian, Norse
Quechua, Kechua
Inca, Inka
Inca, Incan
Qatari, Katari
Romanian, Rumanian
Arab, Arabian
Scandinavian, Norse
Scandinavian, Northman
Scot, Scotsman
Scot, Scotchman
Scotswoman, Scotchwoman
Sinhalese, Singhalese
British, Brits
Tajik, Tadzhik
Thai, Tai
Thai, Siamese
Ottoman, Osmanli
Kazak, Kazakh
Kirghiz, Kirgiz
Kirghiz, Khirghiz
Turkoman, Turkmen
Turkoman, Turcoman
Uighur, Uigur
Uighur, Uygur
Uzbek, Uzbeg
Uzbek, Uzbak
Uzbek, Usbek
Uzbek, Usbeg
Tungus, Evenk
Khalkha, Khalka
Khalkha, Kalka
Alabaman, Alabamian
Arizonan, Arizonian
Arkansan, Arkansawyer
Delawarean, Delawarian
Indianan, Hoosier
Louisianan, Louisianian
Michigander, Wolverine
Minnesotan, Gopher
Nebraskan, Cornhusker
Ohioan, Buckeye
Oklahoman, Sooner
Oregonian, Beaver
Tennessean, Volunteer
Wisconsinite, Badger
Yankee, Yank
Yankee, Yankee-Doodle
Vietnamese, Annamese
Welshman, Welsh
Welshman, Cambrian
Welshman, Cymry
Kraut, Krauthead
Kraut, Boche
Kraut, Jerry
Kraut, Hun
Somalian, Somali
Trojan, Dardan
Trojan, Dardanian
Yugoslav, Jugoslav
Yugoslav, Yugoslavian
Yugoslav, Jugoslavian
Serbian, Serb
Croatian, Croat
Zairese, Zairean
Aries, Ram
Taurus, Bull
Gemini, Twin
Cancer, Crab
Leo, Lion
Virgo, Virgin
Libra, Balance
Scorpio, Scorpion
Sagittarius, Archer
Capricorn, Goat
Pisces, Fish
abbess, prioress
abbot, archimandrite
abominator, loather
abridger, abbreviator
abstractor, abstracter
abettor, abetter
abolitionist, emancipationist
abseiler, rappeller
abstainer, abstinent
abstainer, nondrinker
abstainer, ascetic
abuser, maltreater
academician, academic
academician, schoolman
accessory, accessary
accompanist, accompanyist
accomplice, confederate
accountant, comptroller
accountant, controller
defendant, suspect
ace, adept
ace, champion
ace, sensation
ace, maven
ace, mavin
ace, virtuoso
ace, genius
ace, hotshot
ace, star
ace, superstar
ace, whiz
ace, whizz
ace, wizard
ace, wiz
achiever, winner
achiever, success
achiever, succeeder
acquaintance, friend
actor, histrion
actor, player
actor, thespian
actor, doer
actor, worker
addict, nut
addict, freak
addict, junkie
addict, junky
adjuster, adjustor
adjutant, aide
adjutant, aide-de-camp
administrator, executive
admirer, adorer
admonisher, monitor
admonisher, reminder
adolescent, stripling
adolescent, teenager
adolescent, teen
adulterer, fornicator
adulteress, fornicatress
adulteress, hussy
adulteress, jade
adulteress, slut
adulteress, strumpet
adulteress, trollop
adversary, antagonist
adversary, opponent
adversary, opposer
adversary, resister
advertiser, advertizer
advertiser, adman
adviser, advisor
adviser, consultant
advocate, advocator
advocate, proponent
advocate, exponent
advocate, counsel
advocate, counselor
advocate, counsellor
advocate, counselor-at-law
advocate, pleader
agent, factor
agent, broker
aggravator, annoyance
agitator, fomenter
agnostic, doubter
agriculturist, agriculturalist
agriculturist, cultivator
agriculturist, grower
agriculturist, raiser
aide, auxiliary
aircraftsman, aircraftman
alcoholic, alky
alcoholic, dipsomaniac
alcoholic, boozer
alcoholic, lush
alcoholic, soaker
alcoholic, souse
Aleut, Aleutian
alienee, grantee
allegorizer, allegoriser
allocator, distributor
ally, friend
alphabetizer, alphabetiser
alumnus, alumna
alumnus, alum
alumnus, graduate
alumnus, grad
amazon, virago
ambassador, embassador
amnesic, amnesiac
analphabet, analphabetic
analyst, psychoanalyst
anarchist, nihilist
anarchist, syndicalist
ancestor, ascendant
ancestor, ascendent
ancestor, antecedent
ancestor, root
anchor, anchorman
anchor, anchorperson
ancient, antediluvian
anecdotist, raconteur
anesthesiologist, anesthetist
anesthesiologist, anaesthetist
angel, backer
angler, troller
anglophile, anglophil
anorexic, anorectic
anthropoid, ape
anticipator, anticipant
antiquary, antiquarian
antiquary, archaist
anti-Semite, Jew-baiter
apologist, vindicator
apologist, justifier
aquanaut, oceanaut
aspirant, aspirer
aspirant, hopeful
aspirant, wannabe
aspirant, wannabee
apprentice, learner
apprentice, prentice
appraiser, valuator
appraiser, authenticator
Aramean, Aramaean
Arawak, Arawakan
arbiter, arbitrator
arbiter, umpire
arbitrageur, arbitrager
arbitrageur, arb
archeologist, archaeologist
archer, bowman
architect, designer
archpriest, hierarch
archpriest, prelate
archpriest, primate
aristocrat, patrician
Aristotelian, Aristotelean
Aristotelian, Peripatetic
armiger, armor-bearer
armorer, armourer
armorer, artificer
armorer, armourer
arranger, adapter
arranger, transcriber
arrival, arriver
arrival, comer
arsonist, incendiary
arsonist, firebug
artilleryman, cannoneer
artilleryman, gunner
assassin, assassinator
assassin, bravo
asserter, declarer
asserter, affirmer
asserter, asseverator
asserter, avower
asshole, bastard
asshole, cocksucker
asshole, dickhead
asshole, shit
asshole, motherfucker
asshole, prick
asshole, whoreson
asshole, SOB
assistant, helper
assistant, help
assistant, supporter
astrologer, astrologist
astronaut, spaceman
astronaut, cosmonaut
astronomer, uranologist
astronomer, stargazer
cosmographer, cosmographist
atavist, throwback
athlete, jock
attacker, aggressor
attacker, assailant
attacker, assaulter
attendant, attender
attendant, tender
attester, attestant
augur, auspex
aunt, auntie
aunt, aunty
authoritarian, dictator
authorizer, authoriser
automaton, zombi
automaton, zombie
avenger, retaliator
aviator, aeronaut
aviator, airman
aviator, flier
aviator, flyer
aviatrix, airwoman
aviatrix, aviatress
babu, baboo
baby, babe
baby, sister
baby, babe
baby, infant
babyminder, minder
babysitter, baby-sitter
babysitter, sitter
bacchant, bacchanal
backpacker, packer
baldhead, baldpate
baldhead, baldy
balker, baulker
balker, noncompliant
ball-buster, ball-breaker
ballerina, danseuse
bullfighter, toreador
bandit, brigand
bankrupt, insolvent
baritone, barytone
barnstormer, playactor
barnstormer, play-actor
barnstormer, trouper
baron, king
baron, magnate
baron, mogul
baron, power
baron, tycoon
baronet, Bart
barrator, barrater
bartender, barman
bartender, barkeep
bartender, barkeeper
bartender, mixologist
basketweaver, basketmaker
bass, basso
bastard, by-blow
bastard, illegitimate
bastard, whoreson
baster, tacker
batter, hitter
batter, slugger
batter, batsman
battle-ax, battle-axe
beadsman, bedesman
beast, wolf
beast, savage
beast, brute
beast, wildcat
beatnik, beat
beautician, cosmetician
Bedouin, Beduin
bedwetter, wetter
beekeeper, apiarist
beekeeper, apiculturist
beggar, mendicant
beldam, beldame
believer, worshiper
believer, worshipper
Taoist, Tao
believer, truster
bellboy, bellman
bellboy, bellhop
beloved, dear
beloved, dearest
beloved, honey
beloved, love
benedick, benedict
beneficiary, donee
berserker, berserk
best, topper
bettor, better
bettor, wagerer
bettor, punter
bibliophile, booklover
bibliopole, bibliopolist
bilingual, bilingualist
blackmailer, extortioner
blackmailer, extortionist
blaster, chargeman
blond, blonde
bluejacket, sailor
bluffer, four-flusher
boatman, boater
boatman, waterman
boatswain, bos'n
boatswain, bo's'n
boatswain, bosun
boatswain, bo'sun
bobbysoxer, bobby-socker
bodybuilder, muscle-builder
bodybuilder, musclebuilder
bodybuilder, muscleman
bodyguard, escort
Bolshevik, Marxist
Bolshevik, red
Bolshevik, bolshie
Bolshevik, bolshy
Bolshevik, Bolshevist
bondman, bondsman
bondman, bondsman
bondwoman, bondswoman
bondwoman, bondmaid
bondwoman, bondswoman
bondwoman, bondmaid
bondsman, bondswoman
bookmaker, bookie
booster, shoplifter
booster, lifter
bootblack, shoeblack
bootlegger, moonshiner
bore, dullard
boss, hirer
botanist, phytologist
bouncer, chucker-out
bounder, leaper
bourgeois, burgher
boxer, pugilist
slugger, slogger
cub, lad
cub, laddie
cub, sonny
boyfriend, fellow
boyfriend, beau
boyfriend, swain
bragger, braggart
bragger, boaster
bragger, blowhard
bragger, line-shooter
bragger, vaunter
brahman, brahmin
brahman, brahmin
brainworker, brain-worker
breaker, ledgeman
briber, suborner
brother, comrade
Brummie, Brummy
brunet, brunette
buddy, brother
buddy, chum
buddy, crony
buddy, pal
buddy, sidekick
builder, constructor
bull, bruiser
bull, strapper
bull, Samson
bull, cop
bull, copper
bull, fuzz
bull, pig
bully, tough
bully, hooligan
bully, ruffian
bully, roughneck
bully, rowdy
bully, yob
bully, yobo
bully, yobbo
bungler, blunderer
bungler, fumbler
bungler, bumbler
bungler, stumbler
bungler, botcher
bungler, butcher
bungler, fuckup
burgess, burgher
businessperson, bourgeois
buster, broncobuster
busybody, nosy-parker
busybody, nosey-parker
busybody, quidnunc
butch, dike
butch, dyke
butcher, slaughterer
butcher, meatman
butler, pantryman
butt, goat
butt, laughingstock
butt, stooge
buyer, purchaser
buyer, emptor
buyer, vendee
Cabalist, Kabbalist
cabalist, kabbalist
cad, bounder
cad, blackguard
cad, dog
cad, hound
cad, heel
cadet, plebe
calculator, reckoner
calculator, figurer
calculator, estimator
calculator, computer
caliph, calif
caliph, kaliph
caliph, kalif
caliph, khalif
caliph, khalifah
caller, company
caller, caller-up
caller, phoner
caller, telephoner
caller, caller-out
calligrapher, calligraphist
Calvinist, Genevan
cameraman, cinematographer
campaigner, candidate
campaigner, nominee
candidate, prospect
cannibal, man-eater
cannibal, anthropophagus
cannibal, anthropophagite
canoeist, paddler
cantor, hazan
captain, headwaiter
captain, skipper
captain, chieftain
carbineer, carabineer
carbineer, carabinier
cardsharp, cardsharper
cardsharp, sharper
cardsharp, sharpie
cardsharp, sharpy
caroler, caroller
Carolingian, Carlovingian
carper, niggler
carrier, newsboy
carrier, bearer
carrier, toter
casuist, sophist
cataloger, cataloguer
catch, match
catcher, backstop
catechumen, neophyte
Cavalier, Royalist
cavalier, chevalier
cavalryman, trooper
cavalryman, trooper
caveman, troglodyte
celebrant, celebrator
celebrant, celebrater
cellist, violoncellist
center, snapper
centrist, moderate
centrist, moderationist
chachka, tsatske
chachka, tshatshke
chachka, tchotchke
chachka, tchotchkeleh
Chaldean, Chaldaean
Chaldean, Chaldee
champion, fighter
champion, hero
champion, paladin
champion, champ
champion, title-holder
chancellor, premier
chap, fellow
chap, feller
chap, fella
chap, lad
chap, gent
chap, blighter
chap, cuss
chap, bloke
chaperon, chaperone
character, eccentric
character, type
character, case
charmer, beguiler
charwoman, char
charwoman, woman
chatterer, babbler
chatterer, prater
chatterer, chatterbox
chatterer, magpie
chatterer, spouter
chauvinist, jingoist
chauvinist, jingo
chauvinist, flag-waver
chauvinist, hundred-percenter
chauvinist, patrioteer
cheapskate, tightwad
Cheops, Khufu
child, kid
child, youngster
child, minor
child, shaver
child, nipper
child, tiddler
child, tike
child, tyke
child, fry
child, nestling
child, kid
child, baby
chimneysweeper, chimneysweep
chimneysweeper, sweep
chiropodist, podiatrist
choirmaster, precentor
choirmaster, cantor
chump, fool
chump, gull
chump, mark
chump, patsy
chump, sucker
chump, mug
cipher, cypher
cipher, nobody
cipher, nonentity
clapper, applauder
clarinetist, clarinettist
clergyman, reverend
cleric, churchman
cleric, divine
cleric, ecclesiastic
cloakmaker, furrier
clocksmith, clockmaker
closer, finisher
clothier, haberdasher
clown, buffoon
clown, goof
clown, goofball
clown, buffoon
coach, tutor
coach, manager
coach, handler
cobbler, shoemaker
codefendant, co-defendant
codetalker, windtalker
coiner, minter
coiner, moneyer
collaborator, cooperator
collaborator, partner
collaborator, pardner
collaborator, collaborationist
collaborator, quisling
colleague, confrere
colleague, fellow
colleague, co-worker
colleague, workfellow
collector, gatherer
collector, accumulator
collector, aggregator
colonizer, coloniser
colossus, behemoth
colossus, giant
colossus, heavyweight
colossus, titan
columnist, editorialist
combatant, battler
combatant, belligerent
combatant, fighter
combatant, scrapper
comedian, comic
commando, ranger
commentator, reviewer
communist, commie
companion, comrade
companion, fellow
companion, familiar
companion, associate
compositor, typesetter
compositor, setter
compositor, typographer
concessionaire, concessioner
conciliator, make-peace
conciliator, pacifier
conciliator, peacemaker
conciliator, reconciler
concubine, courtesan
concubine, doxy
concubine, paramour
conductor, director
confectioner, candymaker
confederate, collaborator
confederate, henchman
confidant, intimate
swindler, defrauder
swindler, chiseller
swindler, chiseler
swindler, gouger
swindler, scammer
swindler, grifter
Confucian, Confucianist
congressman, congresswoman
congressman, representative
connoisseur, cognoscente
conqueror, vanquisher
conservative, conservativist
nonconformist, recusant
Nonconformist, chapelgoer
consigner, consignor
conspirator, coconspirator
conspirator, plotter
conspirator, machinator
consumptive, lunger
consumptive, tubercular
contact, middleman
contemporary, coeval
contractor, declarer
conversationalist, conversationist
conversationalist, schmoozer
conveyer, conveyor
convict, con
convict, inmate
convict, yardbird
cookie, cooky
copilot, co-pilot
copycat, imitator
copycat, emulator
copycat, ape
copycat, aper
copyist, scribe
copyist, scrivener
coquette, flirt
coquette, vamp
coquette, vamper
coquette, minx
coquette, tease
coquette, prickteaser
corespondent, co-respondent
correspondent, newspaperman
correspondent, newspaperwoman
correspondent, newswriter
correspondent, pressman
cosmopolitan, cosmopolite
costermonger, barrow-man
costermonger, barrow-boy
costumier, costumer
cotter, cottier
cotter, cottar
counselor, counsellor
counselor, counsellor
counterperson, counterwoman
counterperson, counterman
counterrevolutionist, counter-revolutionist
counterrevolutionist, counterrevolutionary
counterspy, mole
countryman, ruralist
cousin, cousin-german
couturier, designer
cowboy, cowpuncher
cowboy, puncher
cowboy, cowman
cowboy, cattleman
cowboy, cowpoke
cowboy, cowhand
cowboy, cowherd
vaquero, buckaroo
vaquero, buckeroo
coxcomb, cockscomb
coxswain, cox
crackpot, crank
crackpot, nut
crackpot, fruitcake
crackpot, screwball
craftsman, artisan
craftsman, journeyman
craftsman, artificer
craftsman, crafter
crawler, creeper
crazy, loony
crazy, looney
crazy, nutcase
crazy, weirdo
creature, wight
creature, tool
creature, puppet
creep, weirdo
creep, weirdie
creep, weirdy
creep, spook
criminal, felon
criminal, crook
criminal, outlaw
criminal, malefactor
crimp, crimper
crooner, balladeer
cross-examiner, cross-questioner
cryptanalyst, cryptographer
cryptanalyst, cryptologist
cub, greenhorn
cub, rookie
cunt, bitch
curate, minister
curate, parson
curate, pastor
curate, rector
curator, conservator
custodian, keeper
custodian, steward
customer, client
cutter, carver
cyclist, bicyclist
cyclist, bicycler
cyclist, wheeler
cynic, faultfinder
czar, tsar
czar, tzar
czarina, tsarina
czarina, tzarina
czarina, czaritza
czarina, tsaritsa
dabbler, dilettante
dabbler, sciolist
dacoit, dakoit
dad, dada
dad, daddy
dad, pa
dad, papa
dad, pappa
dad, pop
dairymaid, milkmaid
dallier, dillydallier
dallier, dilly-dallier
dallier, mope
dallier, lounger
dame, doll
dame, wench
dame, skirt
dame, chick
dame, bird
damsel, demoiselle
damsel, damoiselle
damsel, damosel
damsel, damozel
dame, madam
dame, ma'am
dame, lady
dame, gentlewoman
dancer, terpsichorean
dandy, dude
dandy, fop
dandy, gallant
dandy, sheik
dandy, beau
dandy, swell
dandy, clotheshorse
daredevil, madcap
daredevil, hothead
daredevil, swashbuckler
daredevil, lunatic
daredevil, harum-scarum
darling, favorite
darling, favourite
darling, pet
darling, dearie
darling, deary
darling, ducky
date, escort
daughter, girl
dawdler, drone
dawdler, laggard
dawdler, lagger
dawdler, trailer
dawdler, poke
daydreamer, woolgatherer
lotus-eater, stargazer
decoder, decipherer
decoy, steerer
dean, doyen
debaser, degrader
debater, arguer
debtor, debitor
debutante, deb
deceiver, cheat
deceiver, cheater
deceiver, trickster
deceiver, beguiler
deceiver, slicker
deckhand, roustabout
decorator, ornamentalist
defamer, maligner
defamer, slanderer
defamer, vilifier
defamer, libeler
defamer, backbiter
defamer, traducer
defaulter, deadbeat
defeatist, negativist
defecator, voider
defecator, shitter
deist, freethinker
deliveryman, deliverer
demagogue, demagog
demagogue, rabble-rouser
demigod, superman
demigod, Ubermensch
democrat, populist
demographer, demographist
demonstrator, protester
departer, leaver
departer, goer
dependant, dependent
deputy, lieutenant
deputy, surrogate
descendant, descendent
deserter, defector
deserter, apostate
deserter, renegade
deserter, turncoat
deserter, recreant
deserter, ratter
designer, intriguer
destroyer, ruiner
destroyer, undoer
destroyer, waster
destroyer, uprooter
detective, investigator
detective, tec
